ID_Test,MAC_%,Model_Load_kg,Acceleration_m/s2,V_m/s,Fxw_N,Pitch_deg
2103,26,7,0.7,4.674599292,18.21550818,1.788405673
2103,26,7,0.7,4.876271292,17.53964823,1.656569673
2103,26,7,0.7,4.876786292,18.27235713,1.585158673
2103,26,7,0.7,4.860044292,18.30078651,1.409376673
2103,26,7,0.7,4.755989292,19.62408684,1.326979673
2103,26,7,0.7,4.830425292,19.47249291,1.162184673
2103,26,7,0.7,4.919026292,19.18193052,1.079787673
2103,26,7,0.7,4.955858292,19.68409461,0.980910673
2103,26,7,0.7,4.887861292,18.4302687,0.97907934
2103,26,7,0.7,4.954312292,19.31142252,0.977248007
2103,26,7,0.7,5.085670292,18.34184136,0.975416673
2103,26,7,0.7,4.827076292,18.56607834,1.081618006
2103,26,7,0.7,4.865196292,18.7713624,1.18781934
2103,26,7,0.7,5.073564292,18.45869808,1.303786118
2103,26,7,0.7,4.935768292,18.14603376,1.419752895
2103,26,7,0.7,4.993462292,17.83336944,1.509678155
2103,26,7,0.7,5.027203292,18.15866904,1.599603414
2103,26,7,0.7,5.110911292,17.95969281,1.689528673
2103,26,7,0.7,4.882195292,18.13023966,1.848830673
2103,26,7,0.7,5.083094292,18.24077874,1.931227673
2103,26,7,0.7,5.154697292,18.1365573,2.134474673
2103,26,7,0.7,5.149546292,18.0933933,2.233351673
2103,26,7,0.7,5.277813292,18.0502293,2.398146673
2103,26,7,0.7,5.247420292,18.0070653,2.480543673
2103,26,7,0.7,5.018446292,18.30394533,2.590407673
2103,26,7,0.7,5.154440292,18.63556257,2.634352673
2103,26,7,0.7,5.174530292,18.9987582,2.694777673
2103,26,7,0.7,5.193847292,19.38090675,2.727736673
2103,26,7,0.7,5.182257292,19.45353999,2.71858134
2103,26,7,0.7,4.969509292,19.974657,2.709426006
2103,26,7,0.7,5.195135292,20.12940975,2.700270673
2103,26,7,0.7,5.048066292,20.24626647,2.661818673
2103,26,7,0.7,5.239178292,20.48944656,2.568434673
2103,26,7,0.7,5.114002292,21.2600613,2.464064673
2103,26,7,0.7,5.238663292,21.21268881,2.420119673
2103,26,7,0.7,5.280389292,21.28216323,2.326735673
2103,26,7,0.7,5.355083292,20.89370685,2.288283673
2103,26,7,0.7,5.325978292,20.79895206,2.200392673
2103,26,7,0.7,5.292494292,20.84633436,2.156447673
2103,26,7,0.7,5.128683292,20.91580878,2.079542673
2103,26,7,0.7,5.379294292,20.87475393,2.068556673
2103,26,7,0.7,5.472532292,20.70420708,2.090529673
2103,26,7,0.7,5.336023292,20.91264996,2.117995673
2103,26,7,0.7,5.662101292,21.46218654,2.172926673
2103,26,7,0.7,5.388566292,20.10413919,2.205885673
2103,26,7,0.7,5.379809292,19.36511265,2.293776673
2103,26,7,0.7,5.433382292,19.63040448,2.321242673
2103,26,7,0.7,5.288373292,19.88937867,2.388991673
2103,26,7,0.7,5.274722292,20.84001672,2.456740673
2103,26,7,0.7,5.434928292,21.61693929,2.50129634
2103,26,7,0.7,5.380324292,20.49260538,2.545852006
2103,26,7,0.7,5.552635292,20.18941752,2.590407673
2103,26,7,0.7,5.407368292,22.16963469,2.562941673
2103,26,7,0.7,5.497259292,22.01172312,2.524489673
2103,26,7,0.7,5.489017292,20.68210515,2.508009673
2103,26,7,0.7,5.473563292,21.81591552,2.518996673
2103,26,7,0.7,5.424110292,23.12342175,2.491530673
2103,26,7,0.7,5.572983292,22.17279351,2.464064673
2103,26,7,0.7,5.536924292,22.26122085,2.436598673
2103,26,7,0.7,5.726235292,21.16847514,2.409132673
2103,26,7,0.7,5.627587292,22.06541325,2.39631534
2103,26,7,0.7,5.457336292,23.04447087,2.383498006
2103,26,7,0.7,5.617285292,23.12658057,2.374800423
2103,26,7,0.7,5.630420292,22.28017377,2.36610284
2103,26,7,0.7,5.693782292,21.6990588,2.357405256
2103,26,7,0.7,5.838277292,23.04131205,2.348707673
2103,26,7,0.7,5.487729292,24.04248141,2.324904006
2103,26,7,0.7,5.762295292,22.8549711,2.30110034
2103,26,7,0.7,5.483608292,22.64652822,2.277296673
2103,26,7,0.7,5.749931292,22.76338494,2.233351673
2103,26,7,0.7,5.519925292,23.42977824,2.222365673
2103,26,7,0.7,5.700994292,24.6425493,2.178419673
2103,26,7,0.7,5.777491292,23.5055703,2.150954673
2103,26,7,0.7,5.776976292,23.33819208,2.128981673
2103,26,7,0.7,5.724690292,24.35830455,2.107008673
2103,26,7,0.7,5.846004292,24.45620835,2.079542673
2103,26,7,0.7,5.668540292,24.31409088,2.057570673
2103,26,7,0.7,5.707433292,23.44241352,2.013624673
2103,26,7,0.7,5.912199292,24.78150795,2.002638673
2103,26,7,0.7,5.850125292,24.84783336,1.991652673
2103,26,7,0.7,5.795006292,23.74560138,2.002638923
2103,26,7,0.7,5.920441292,22.83918681,2.013625173
2103,26,7,0.7,5.837504292,23.76771312,2.024611423
2103,26,7,0.7,5.802733292,24.18144006,2.035597673
2103,26,7,0.7,5.830808292,24.6425493,2.063063673
2103,26,7,0.7,5.872018292,23.65401522,2.161940673
2103,26,7,0.7,5.838535292,24.10879701,2.205885673
2103,26,7,0.7,5.961910292,24.63939048,2.227858673
2103,26,7,0.7,5.959849292,24.80677851,2.210005923
2103,26,7,0.7,6.014453292,24.71202372,2.192153173
2103,26,7,0.7,5.976591292,24.07721862,2.174300423
2103,26,7,0.7,6.084255292,25.2615603,2.156447673
2103,26,7,0.7,6.129329292,26.6764566,2.134474673
2103,26,7,0.7,5.960622292,25.89637521,2.112501673
2103,26,7,0.7,5.984576292,24.22881255,2.101515673
2103,26,7,0.7,6.068543292,25.15733886,2.085036673
2103,26,7,0.7,6.054634292,26.90701122,2.002638673
2103,26,7,0.7,6.000545292,25.78267731,1.975172673
2103,26,7,0.7,6.146844292,24.40883586,1.978835006
2103,26,7,0.7,5.995651292,26.19956307,1.98249734
2103,26,7,0.7,5.951864292,27.92397468,1.994704451
2103,26,7,0.7,6.023984292,27.20389125,2.006911562
2103,26,7,0.7,6.115163292,25.53001095,2.019118673
2103,26,7,0.7,6.244978292,24.88257057,2.057570673
2103,26,7,0.7,6.127784292,26.47117254,2.101515673
2103,26,7,0.7,6.141177292,26.63224293,2.172926673
2103,26,7,0.7,6.219221292,26.47433136,2.227858673
2103,26,7,0.7,6.086058292,26.31641979,2.359694673
2103,26,7,0.7,6.334870292,26.15850822,2.356947923
2103,26,7,0.7,6.423989292,27.25126374,2.354201173
2103,26,7,0.7,6.172343292,26.22798264,2.351454423
2103,26,7,0.7,6.295204292,27.20177883,2.348707673
2103,26,7,0.7,6.796953292,28.17557502,2.315749673
2103,26,7,0.7,6.268932292,29.14937121,2.150954673
2103,26,7,0.7,6.309113292,29.0009361,2.057570673
2103,26,7,0.7,6.127526292,28.86196764,1.859816673
2103,26,7,0.7,6.527017292,29.72417835,1.733473673
2103,26,7,0.7,6.408020292,29.17780059,1.480788673
2103,26,7,0.7,6.299840292,29.95789179,1.381911673
2103,26,7,0.7,6.329203292,30.20738952,1.173170673
2103,26,7,0.7,6.497654292,28.61246991,1.090773673
2103,26,7,0.7,6.319931292,28.58719935,1.008375673
2103,26,7,0.7,6.471640292,29.3262357,0.865553673
2103,26,7,0.7,6.459791292,29.17148295,0.772169673
